ID,cluster
50396,1
50398,2
50399,0
50404,2
50413,2
50425,2
50462,2
50464,2
50469,2
50470,2
50524,2
50527,2
50539,0
50551,2
50579,2
50610,1
50624,2
50632,2
50646,2
50662,2
50717,2
50749,2
50761,2
50762,2
50775,2
50788,2
50806,2
50825,2
50843,2
50867,1
50875,0
50883,2
50891,0
50913,2
50920,1
50930,2
50957,2
50974,2
50975,2
50980,2
51059,2
51094,2
51095,2
51108,2
51140,0
51157,2
51172,2
51189,2
51207,2
51228,2
51230,2
51328,2
51333,2
51395,2
51467,1
51479,2
51512,2
51591,2
51612,2
51643,2
51668,1
51669,2
51677,1
51688,1
51711,2
51717,2
51722,2
51728,2
51751,0
51772,2
51802,2
51816,2
51824,2
51844,0
51854,2
51859,2
51862,1
51885,2
51900,0
51918,2
51937,2
51958,2
51970,1
51981,1
51988,2
51995,2
52003,2
52015,2
52039,2
52053,2
52066,0
52101,2
52124,2
52132,2
52134,2
52142,2
52144,1
52148,2
52172,1
52239,2
52244,2
52265,2
52267,2
52347,2
52459,2
52479,2
52488,2
52491,2
52492,2
52499,2
52504,2
52526,2
52536,2
52537,2
52551,2
52576,2
52635,2
52664,0
52670,2
52709,2
52711,2
52725,2
52760,1
52781,2
52831,1
52838,2
52854,1
52886,2
52892,2
52903,3
52911,1
52926,2
52971,2
52973,0
52975,2
52984,2
53015,2
53024,0
53028,2
53029,2
53044,2
53079,2
53100,2
53130,0
53137,2
53142,0
53155,1
53168,2
53172,2
53174,2
53212,2
53227,2
53241,2
53252,2
53278,0
53280,2
53295,2
53307,2
53308,0
53316,2
53320,2
53323,1
53325,2
53376,2
53416,2
53422,2
53445,2
53470,2
53471,2
53476,2
53478,2
53481,2
53486,1
53498,2
53517,2
53545,2
53558,2
53571,2
53574,2
53616,2
53617,2
53631,2
53639,1
53659,0
53666,2
53679,2
53697,2
53698,2
53711,2
53747,2
53765,1
53790,2
53803,2
53849,1
53901,2
53908,2
53921,2
53954,2
53959,2
53963,1
53978,1
53993,2
54021,2
54030,1
54040,2
54066,1
54075,2
54081,2
54088,0
54110,2
54111,0
54113,2
54117,2
54121,2
54124,1
54144,2
54172,2
54191,2
54192,0
54208,0
54226,0
54255,0
54262,2
54278,2
54288,2
54291,1
54303,1
54310,1
54322,0
54332,2
54355,2
54378,2
54398,2
54450,2
54454,2
54469,2
54485,2
54495,2
54513,1
54516,2
54525,0
54532,1
54537,2
54538,2
54548,2
54558,2
54579,2
54590,2
54595,0
54600,2
54614,0
54620,1
54623,2
54695,2
54705,2
54708,1
54722,2
54727,2
54728,1
54732,2
54733,2
54744,2
54751,2
54772,2
54805,2
54834,2
54858,1
54872,2
54899,2
54932,2
54935,0
54938,2
54943,0
54991,2
54996,2
55009,1
55045,2
55049,2
55080,2
55084,2
55107,2
55128,1
55137,2
55155,1
55156,2
55184,2
55189,2
55210,0
55227,0
55236,2
55240,2
55241,2
55250,1
55271,2
55284,2
55289,2
55345,0
55357,2
55369,2
55374,1
55381,2
55430,2
55454,0
55510,2
55513,0
55559,2
55563,2
55633,2
55666,2
55678,0
55691,2
55729,2
55732,1
55753,2
55764,0
55821,2
55841,2
55843,0
55864,1
55909,0
55940,2
55965,1
55976,0
55999,2
56005,1
56007,2
56047,2
56073,2
56089,1
56100,2
56138,0
56170,0
56171,2
56185,2
56200,2
56220,2
56223,2
56246,1
56251,2
56272,0
56285,2
56289,2
56306,2
56308,2
56310,2
56338,2
56339,1
56348,0
56366,1
56372,2
56378,1
56410,2
56448,0
56455,2
56479,2
56486,2
56508,1
56515,2
56528,2
56575,2
56582,1
56607,2
56644,1
56656,1
56685,2
56713,2
56723,1
56727,2
56799,1
56801,2
56815,0
56848,2
56850,2
56868,2
56891,2
56895,1
56932,1
56953,2
56963,0
56968,2
56973,2
56982,1
56983,2
56992,1
57008,2
57034,2
57069,0
57071,2
57127,0
57214,0
57241,1
57261,2
57274,2
57280,2
57284,1
57310,2
57321,1
57347,2
57354,1
57360,2
57363,2
57367,2
57371,2
57377,2
57397,2
57402,2
57434,0
57450,2
57454,2
57499,2
57562,2
57566,0
57569,0
57603,1
57614,0
57617,2
57623,2
57643,1
57661,2
57669,2
57677,2
57679,1
57698,2
57720,2
57729,1
57732,2
57739,1
57744,2
57750,1
57755,0
57762,2
57766,2
57769,2
57784,1
57787,2
57790,1
57797,2
57806,2
57815,1
57835,2
57845,2
57884,2
57932,1
57959,2
57960,1
57972,0
57974,2
58059,2
58070,2
58113,0
58117,2
58178,2
58209,2
58228,2
58235,0
58243,2
58298,2
58308,2
58345,1
58347,2
58356,2
58380,0
58388,2
58391,2
58402,2
58433,2
58452,2
58464,2
58478,0
58512,2
58514,0
58528,2
58533,2
58540,2
58580,2
58584,2
58619,2
58628,2
58632,2
58637,2
58683,2
58715,2
58746,1
58773,2
58781,1
58787,2
58793,2
58802,2
58807,2
58816,2
58853,2
58934,2
58940,2
58956,2
58962,2
58989,1
59036,2
59091,2
59104,2
59112,2
59121,2
59148,1
59214,2
59228,1
59232,2
59246,2
59251,1
59262,0
59308,2
59317,2
59332,0
59333,2
59362,2
59367,1
59383,2
59397,2
59413,1
59418,2
59431,2
59432,0
59443,2
59465,2
59475,1
59480,2
59483,2
59521,2
59534,1
59537,2
59561,2
59562,2
59564,2
59576,1
59578,2
59592,1
59594,1
59598,2
59611,2
59621,1
59667,2
59675,2
59717,2
59719,2
59725,0
59732,2
59761,2
59764,2
59825,2
59829,2
59853,2
59859,0
59905,1
59911,0
59919,2
59937,2
59970,2
59978,1
59993,2
60007,2
60018,2
60026,2
60027,0
60057,2
60058,2
60096,2
60139,2
60147,2
60253,1
60277,2
60282,2
60329,2
60339,1
60355,0
60374,1
60382,2
60405,2
60469,2
60479,2
60522,2
60546,0
60563,1
60568,2
60598,2
60602,2
60631,2
60639,2
60642,2
60679,1
60694,0
60736,2
60770,2
60787,1
60793,1
60795,2
60798,1
60802,2
60803,2
60826,2
60867,2
60886,2
60894,2
60902,2
60920,2
60959,2
60963,0
60970,2
60971,2
60981,2
61026,2
61035,2
61051,2
61054,2
61061,2
61063,2
61065,2
61067,1
61078,2
61084,2
61094,2
61095,2
61105,2
61130,1
61134,2
61141,2
61155,2
61163,2
61243,1
61258,2
61272,2
61330,2
61331,2
61344,2
61363,1
61376,1
61378,2
61381,2
61384,2
61390,1
61430,2
61461,2
61473,2
61504,2
61505,1
61522,1
61543,2
61551,2
61568,0
61609,1
61617,2
61633,0
61641,2
61689,2
61697,2
61715,2
61718,2
61765,2
61767,2
61769,0
61781,2
61810,1
61815,2
61902,2
61903,2
61912,2
61945,2
61953,1
61960,2
62071,2
62096,0
62099,2
62134,2
62135,2
62161,2
62172,2
62200,2
62241,2
62253,1
62258,2
62294,2
62305,2
62310,2
62328,2
62348,2
62359,2
62365,1
62372,1
62375,2
62407,2
62414,2
62417,2
62446,1
62482,2
62484,0
62485,2
62486,2
62508,1
62509,2
62510,2
62511,2
62523,1
62528,2
62540,2
62566,2
62570,2
62574,2
62597,2
62617,2
62621,2
62646,2
62650,1
62655,2
62657,1
62665,2
62674,2
62680,2
62693,2
62707,2
62713,2
62717,0
62778,0
62826,2
62857,2
62871,2
62883,2
62891,0
62925,2
62956,0
62958,2
62974,2
63008,2
63012,2
63013,2
63074,2
63087,2
63108,2
63117,0
63123,2
63146,2
63194,2
63205,2
63214,2
63258,2
63264,2
63279,1
63335,2
63355,2
63365,1
63410,2
63415,2
63423,2
63429,0
63433,2
63481,1
63498,2
63507,2
63522,0
63529,2
63532,2
63549,2
63551,1
63555,2
63560,2
63582,0
63587,2
63588,2
63605,2
63639,2
63658,2
63670,2
63675,2
63690,1
63703,0
63720,2
63744,2
63745,0
63762,0
63791,1
63815,2
63816,2
63843,2
63861,2
63904,2
63908,2
63911,2
63925,2
63960,2
63972,1
63978,2
63995,2
64004,2
64022,2
64029,2
64052,1
64106,1
64165,2
64171,0
64172,2
64174,0
64185,2
64199,2
64221,2
64234,2
64254,2
64258,2
64276,2
64298,2
64311,2
64349,1
64374,2
64405,2
64414,2
64416,2
64418,2
64432,2
64456,2
64470,2
64471,2
64476,2
64517,2
64530,2
64548,1
64556,2
64557,2
64562,1
64630,2
64667,2
64678,0
64700,1
64703,2
64726,1
64745,1
64764,2
64779,2
64839,2
64883,1
64887,2
64891,2
64901,2
64922,2
64956,2
64961,2
64999,2
65010,2
65026,2
65027,2
65058,2
65082,0
65090,2
65098,1
65190,2
65194,2
65195,2
65202,2
65204,2
65215,2
65280,2
65313,2
65321,2
65346,2
65353,2
65358,2
65372,2
65384,1
65393,2
65411,2
65433,2
65441,1
65469,2
65482,2
65485,2
65507,2
65570,2
65571,2
65572,2
65600,2
65602,2
65611,2
65644,2
65656,2
65708,2
65713,2
65715,2
65731,2
65737,0
65755,2
65780,1
65783,2
65826,2
65844,2
65860,2
65864,2
65869,2
65874,1
65893,2
65909,2
65914,2
65924,2
65936,2
65971,2
66001,2
66002,2
66006,2
66017,2
66028,2
66032,2
66043,2
66071,2
66112,2
66127,2
66128,2
66136,2
66162,1
66167,2
66174,2
66190,2
66287,2
66296,2
66376,2
66380,0
66394,2
66397,2
66408,2
66416,2
66418,1
66493,2
66509,2
66522,2
66529,1
66564,1
66624,2
66661,1
66665,2
66670,2
66675,2
66704,1
66742,2
66745,2
66764,1
66778,0
66796,2
66804,2
66828,2
66830,0
66833,2
66856,1
66868,1
66880,2
66882,2
66891,2
66894,2
66914,0
66952,2
66953,0
66976,2
66989,1
67002,2
67007,2
67038,1
67053,0
67064,2
67076,0
67084,2
67085,2
67087,1
67097,2
67106,2
67124,0
67156,0
67167,2
67182,2
67187,0
67188,2
67195,2
67202,2
67215,2
67230,2
67234,1
67254,0
67266,2
67291,2
67297,0
67307,1
67327,2
67390,2
67401,2
67461,2
67499,2
67505,2
67576,2
67581,2
67620,2
67642,2
67659,2
67664,0
67679,0
67691,2
67704,2
67720,2
67780,2
67796,1
67840,2
67846,1
67866,2
67885,2
67888,2
67889,2
67895,2
67932,2
67933,2
67934,1
67935,2
67946,0
67957,2
67960,2
67976,2
68021,2
68023,2
68042,2
68061,2
68076,1
68101,2
68119,1
68134,2
68139,2
68166,1
68172,2
68211,2
68220,0
68222,2
68236,0
68246,2
68249,2
68263,2
68286,2
68289,2
68319,0
68364,2
68386,2
68408,2
68425,2
68445,2
68504,2
68544,1
68546,2
68555,2
68560,1
68561,2
68625,2
68647,2
68652,2
68674,2
68682,2
68702,2
68720,2
68734,2
68763,1
68777,2
68795,2
68832,2
68838,0
68849,2
68859,1
68865,2
68867,1
68898,2
68899,0
68905,0
68913,2
68952,2
68956,2
68963,2
68970,2
68974,2
68980,2
68992,2
69039,2
69051,0
69056,2
69069,1
69082,1
69083,2
69109,2
69126,2
69135,1
69142,2
69151,2
69160,0
69162,2
69188,2
69223,2
69253,2
69258,0
69262,2
69263,2
69272,0
69274,2
69300,0
69332,2
69335,2
69337,2
69371,1
69382,2
69390,2
69409,0
69434,2
69449,2
69461,2
69464,2
69470,0
69477,2
69529,2
69536,2
69592,2
69604,1
69610,2
69623,2
69634,2
69659,2
69689,2
69695,1
69717,1
69731,2
69779,2
69819,2
69881,1
69888,0
69893,2
69894,2
69993,2
70003,0
70004,0
70018,0
70052,2
70065,2
70126,2
70151,1
70154,2
70164,1
70193,2
70199,1
70255,2
70258,2
70277,1
70279,2
70283,2
70294,2
70301,2
70304,1
70309,1
70313,2
70316,2
70317,2
70348,2
70365,2
70375,1
70381,1
70394,0
70413,2
70432,2
70442,2
70443,2
70495,2
70517,2
70528,0
70560,2
70590,2
70608,2
70694,2
70703,1
70738,2
70755,2
70765,1
70778,2
70833,0
70846,0
70848,2
70885,2
70912,2
70971,1
70976,2
70983,2
70985,2
70994,0
71043,2
71050,2
71059,1
71069,0
71076,2
71132,2
71145,0
71191,2
71236,2
71272,2
71318,2
71342,2
71349,2
71371,2
71372,2
71378,2
71382,2
71391,2
71396,2
71436,2
71440,2
71458,2
71481,2
71509,2
71513,2
71552,1
71594,0
71615,2
71626,2
71630,2
71644,2
71653,2
71660,2
71689,0
71751,0
71753,2
71760,1
71782,2
71839,1
71860,2
71870,2
71873,0
71896,2
71919,1
71930,2
71931,2
71940,2
71945,2
71961,2
71974,2
71975,2
71979,2
72012,1
72019,2
72022,2
72039,2
72045,0
72051,2
72054,2
72069,2
72111,2
72119,2
72125,2
72132,2
72161,2
72165,2
72166,2
72171,0
72193,2
72211,2
72213,2
72235,2
72249,2
72256,0
72303,2
72313,0
72318,2
72337,2
72340,2
72345,2
72361,1
72380,1
72382,2
72390,0
72483,0
72491,2
72492,2
72500,1
72521,2
72522,2
72568,2
72571,2
72591,1
72613,2
72643,0
72680,2
72693,2
72724,2
72726,0
72733,2
72775,2
72800,0
72805,2
72808,0
72817,2
72856,2
72878,2
72896,2
72922,0
72935,2
72974,0
72980,2
72984,2
73001,0
73026,0
73047,0
73080,2
73106,2
73153,0
73194,2
73200,2
73202,2
73208,2
73226,2
73254,2
73258,2
73296,2
73301,2
73318,2
73328,1
73344,1
73348,2
73367,2
73375,2
73380,0
73390,2
73412,2
73426,1
73461,2
73524,2
73545,1
73559,1
73595,2
73601,0
73602,2
73629,1
73633,2
73638,2
73643,2
73659,2
73684,2
73771,2
73774,2
73782,2
73784,2
73787,2
73793,0
73800,0
73840,2
73843,2
73854,3
73857,0
73873,2
73875,2
73880,1
73928,2
73949,2
74028,2
74048,2
74060,1
74113,1
74154,2
74168,2
74176,2
74181,2
74183,2
74186,2
74212,2
74219,1
74227,2
74242,1
74243,1
74285,2
74297,1
74315,2
74319,1
74328,2
74349,2
74377,2
74378,2
74404,2
74425,2
74438,2
74455,2
74470,0
74479,2
74488,1
74496,2
74530,2
74557,2
74560,1
74571,0
74590,2
74615,1
74618,0
74626,2
74627,2
74640,0
74647,2
74774,2
74791,2
74812,0
74823,2
74830,2
74831,2
74844,2
74856,1
74861,2
74872,0
74891,2
74925,1
74926,2
74936,2
74944,2
74972,0
74993,2
74994,2
75003,2
75011,2
75029,2
75047,0
75064,2
75068,2
75092,2
75110,2
75131,2
75146,2
75164,2
75202,2
75229,2
75235,0
75259,2
75267,2
75276,0
75284,2
75311,2
75340,2
75344,2
75350,1
75363,2
75383,2
75399,2
75404,0
75418,2
75465,2
75483,2
75485,0
75491,1
75506,2
75563,1
75579,2
75585,2
75618,2
75645,2
75649,2
75700,2
75703,0
75722,1
75728,2
75732,2
75734,3
75741,1
75773,2
75780,2
75785,2
75819,2
75832,1
75843,0
75853,2
75876,2
75891,2
75933,2
75954,2
75962,2
75983,0
75986,2
75991,2
75997,2
76027,2
76037,2
76053,2
76057,2
76062,2
76065,2
76067,2
76090,2
76113,1
76115,2
76118,2
76139,2
76158,2
76167,2
76182,2
76198,2
76206,0
76208,2
76214,2
76218,0
76238,1
76272,2
76287,0
76327,0
76328,2
76348,0
76371,0
76396,1
76428,2
76431,2
76439,2
76451,1
76459,2
76502,1
76516,1
76542,2
76545,2
76568,2
76582,0
76613,1
76617,2
76627,2
76650,2
76701,2
76702,2
76733,2
76735,2
76746,2
76747,0
76762,2
76769,0
76785,2
76795,1
76800,2
76801,2
76823,2
76825,2
76836,2
76839,2
76858,0
76878,2
76915,2
76924,2
76943,1
76955,2
76985,2
77020,1
77052,2
77058,2
77076,2
77082,2
77083,2
77087,2
77089,2
77091,0
77106,2
77115,2
77116,1
77133,2
77140,2
77141,1
77154,2
77177,2
77182,2
77210,2
77231,0
77245,2
77255,0
77273,2
77288,2
77294,0
77295,2
77323,2
77334,2
77350,1
77354,0
77368,0
77376,2
77452,2
77453,2
77455,0
77458,2
77546,2
77551,1
77556,2
77561,2
77565,2
77568,0
77593,2
77643,2
77659,2
77682,2
77683,1
77689,2
77711,2
77732,2
77735,0
77739,2
77748,2
77755,2
77763,2
77767,2
77768,2
77771,2
77784,2
77801,2
77818,0
77819,0
77820,1
77832,2
77836,2
77844,2
77856,1
77925,2
77926,2
77956,1
77962,2
77971,1
78003,2
78107,0
78110,2
78115,2
78141,2
78163,2
78167,2
78184,2
78214,1
78220,2
78224,2
78234,2
78236,2
78300,2
78303,2
78325,2
78361,2
78372,0
78379,2
78435,2
78493,0
78504,2
78505,2
78537,2
78546,2
78609,2
78612,2
78658,0
78670,2
78672,2
78703,2
78725,2
78726,2
78756,2
78760,2
78790,2
78794,2
78820,2
78836,2
78892,1
78895,2
78897,2
78915,2
78925,2
78941,2
78949,2
78969,2
78973,1
79017,2
79042,2
79064,2
79072,2
79080,2
79084,2
79086,2
79102,2
79151,2
79153,2
79179,2
79195,2
79198,2
79215,2
79217,2
79238,2
79251,2
79258,1
79303,2
79305,2
79319,2
79336,2
79352,2
79359,2
79361,2
79396,2
79397,2
79444,2
79455,0
79477,2
79530,2
79541,2
79557,2
79586,2
79598,2
79608,2
79634,2
79638,2
79661,2
79683,2
79686,1
79718,0
79751,2
79756,2
79764,2
79782,2
79797,0
79805,2
79826,2
79837,2
79864,1
79874,2
79875,0
79881,2
79914,1
79924,2
79927,1
79937,2
79939,1
79991,0
80000,2
80013,2
80064,2
80115,2
80125,0
80161,1
80173,0
80180,2
80260,0
80262,2
80309,1
80317,2
80320,2
80339,2
80347,0
80359,2
80376,2
80405,2
80427,2
80428,2
80464,2
80490,2
80510,2
80527,2
80620,2
80625,2
80638,0
80669,0
80708,2
80732,2
80740,1
80749,2
80761,2
80773,0
80778,1
80796,1
80832,2
80834,2
80842,2
80863,2
80882,2
80900,2
80902,2
80911,2
80917,2
80961,0
80974,2
80977,1
80978,2
80999,0
81007,2
81017,2
81058,2
81096,2
81105,2
81119,2
81127,2
81135,2
81151,2
81154,2
81162,2
81178,0
81179,1
81186,2
81190,1
81206,2
81212,2
81215,0
81216,2
81219,2
81316,2
81325,2
81350,2
81363,2
81368,2
81381,2
81390,2
81414,2
81425,1
81433,2
81434,2
81441,2
81452,2
81483,2
81495,1
81521,2
81522,2
81558,2
81572,2
81575,2
81584,2
81588,0
81591,2
81594,2
81610,1
81627,2
81649,2
81661,2
81663,2
81679,2
81692,2
81703,2
81714,1
81734,2
81747,2
81758,2
81764,1
81772,2
81800,0
81802,2
81814,0
81819,2
81827,2
81848,1
81863,0
81896,1
81911,2
81913,2
81926,2
81955,1
81977,0
81982,2
82033,2
82066,2
82075,2
82083,2
82100,2
82118,2
82127,2
82131,2
82145,2
82156,2
82163,2
82169,0
82173,0
82175,2
82177,2
82201,0
82219,2
82222,2
82246,2
82263,2
82320,2
82339,1
82350,2
82397,0
82436,2
82476,2
82500,2
82505,2
82520,2
82521,2
82531,1
82544,2
82553,2
82563,1
82609,2
82613,0
82618,1
82641,2
82663,1
82667,2
82668,1
82676,2
82683,1
82690,2
82691,1
82698,1
82709,2
82718,2
82737,2
82773,0
82795,1
82807,1
82825,2
82862,2
82882,2
82948,1
82949,2
82956,1
82962,1
83047,0
83057,2
83071,2
83082,2
83104,2
83118,2
83123,2
83134,2
83137,0
83138,2
83143,2
83176,2
83178,2
83180,2
83184,2
83201,2
83216,2
83220,2
83226,2
83231,2
83236,1
83244,1
83260,2
83275,2
83286,0
83305,0
83322,1
83323,2
83355,2
83359,2
83364,2
83366,2
83380,2
83388,0
83415,2
83451,2
83452,2
83475,2
83476,2
83490,0
83509,2
83557,2
83606,2
83608,0
83627,2
83668,2
83672,2
83688,1
83700,2
83705,2
83708,2
83729,2
83732,2
83740,2
83768,2
83770,1
83779,2
83782,2
83806,2
83821,0
83823,2
83837,1
83845,2
83869,1
83887,0
83930,0
83940,2
83989,0
83993,2
83994,2
83999,2
84018,0
84034,2
84061,2
84074,2
84090,2
84091,2
84092,2
84149,2
84152,2
84154,2
84181,2
84204,2
84230,1
84245,1
84293,1
84329,2
84334,2
84343,1
84353,2
84378,2
84382,2
84392,2
84397,1
84420,1
84428,2
84441,2
84499,2
84519,2
84528,2
84633,1
84639,2
84646,2
84679,2
84693,0
84704,2
84718,0
84727,2
84731,2
84732,2
84738,2
84787,2
84791,1
84795,0
84814,1
84821,2
84824,2
84836,2
84859,1
84908,2
84912,0
84946,2
84961,2
85012,2
85015,2
85019,2
85027,0
85031,2
85034,2
85054,1
85070,2
85073,2
85078,1
85095,2
85126,2
85142,1
85155,1
85169,2
85198,2
85202,2
85232,2
85250,2
85275,2
85282,2
85283,2
85324,2
85347,2
85361,2
85362,2
85363,2
85377,2
85394,1
85399,2
85400,2
85408,0
85442,2
85449,2
85450,2
85472,0
85546,1
85551,2
85552,2
85576,2
85581,1
85586,2
85588,2
85610,0
85650,2
85685,0
85688,2
85735,0
85741,2
85746,1
85750,2
85752,0
85764,2
85772,2
85777,2
85807,1
85906,2
85924,2
85963,2
85994,2
85995,2
85997,0
86007,2
86022,2
86024,0
86035,2
86043,2
86063,2
86064,2
86074,2
86077,2
86079,2
86090,0
86112,2
86118,2
86123,2
86132,2
86157,1
86201,2
86202,1
86223,2
86241,2
86273,1
86303,2
86306,2
86316,1
86336,2
86339,1
86340,2
86346,2
86362,2
86372,2
86382,2
86395,2
86402,1
86410,2
86427,2
86448,2
86476,2
86524,2
86550,2
86600,2
86605,2
86606,2
86630,2
86645,2
86658,2
86667,2
86688,2
86690,2
86708,2
86757,2
86770,2
86779,2
86812,2
86868,2
86945,2
86958,2
86973,2
86975,2
86989,2
87001,2
87016,2
87018,2
87025,2
87061,2
87068,2
87070,2
87108,2
87185,1
87192,2
87208,0
87235,0
87238,1
87268,2
87274,2
87283,2
87288,2
87306,2
87319,2
87326,2
87330,3
87332,2
87371,2
87374,2
87397,0
87428,1
87457,2
87460,0
87477,2
87545,0
87559,2
87576,1
87589,2
87602,2
87663,0
87675,2
87687,2
87692,2
87731,2
87738,2
87746,2
87752,2
87758,2
87828,2
87836,2
87853,0
87857,1
87861,0
87893,2
87941,2
87956,2
87973,1
87974,2
87980,2
87997,2
88013,2
88023,2
88063,2
88104,2
88106,2
88107,2
88127,2
88140,2
88148,2
88159,0
88168,1
88174,2
88196,2
88212,2
88218,1
88222,2
88252,2
88258,2
88276,2
88278,2
88280,2
88299,1
88402,2
88413,2
88423,2
88444,2
88447,2
88463,2
88475,2
88500,2
88502,2
88503,2
88515,2
88541,2
88557,2
88561,2
88572,1
88579,1
88589,2
88596,2
88638,2
88695,2
88721,2
88734,1
88774,2
88810,1
88837,2
88882,2
88897,2
88916,2
88926,2
88942,2
88969,2
88971,2
88975,2
89004,2
89033,2
89053,0
89092,1
89150,2
89156,1
89158,0
89178,2
89181,2
89189,1
89194,2
89211,2
89220,2
89221,0
89254,2
89308,2
89322,2
89326,2
89334,2
89336,2
89345,0
89347,2
89350,1
89354,1
89361,2
89363,0
89371,2
89376,0
89388,2
89414,2
89432,2
89445,0
89472,2
89483,0
89503,2
89507,2
89531,2
89535,2
89554,2
89556,2
89600,0
89622,2
89624,2
89653,2
89656,2
89680,1
89729,0
89736,2
89740,2
89763,0
89792,2
89810,1
89839,0
89842,2
89844,1
89849,2
89868,2
89898,2
89921,2
89942,2
89943,2
89962,2
90013,2
90035,2
90062,2
90134,2
90169,2
90175,2
90193,2
90204,2
90263,2
90275,0
90287,2
90337,0
90344,2
90357,2
90385,2
90462,2
90479,0
90480,0
90483,1
90588,2
90606,0
90622,2
90628,2
90630,2
90637,2
90642,2
90659,2
90669,2
90686,0
90737,2
90739,2
90759,2
90772,2
90813,2
90852,2
90856,2
90860,2
90871,2
90908,2
91000,2
91001,0
91016,2
91035,2
91040,2
91062,2
91099,0
91116,2
91146,2
91148,2
91151,1
91221,2
91255,2
91283,2
91292,2
91308,2
91309,0
91319,2
91323,2
91343,1
91344,1
91364,2
91368,2
91392,2
91403,2
91436,2
91437,0
91444,2
91445,2
91461,2
91479,0
91481,0
91491,0
91494,2
91512,0
91526,2
91539,2
91542,0
91560,2
91564,1
91572,2
91589,0
91613,2
91622,2
91631,2
91662,2
91682,2
91700,2
91709,2
91741,2
91762,2
91776,2
91784,2
91785,2
91788,2
91797,2
91907,2
91909,1
91910,1
91913,2
91925,2
91931,2
91939,2
91961,2
91969,2
91980,2
92003,2
92034,2
92059,2
92065,2
92078,2
92086,2
92091,2
92108,0
92123,0
92125,1
92142,2
92150,2
92164,1
92168,2
92169,2
92203,2
92229,2
92234,2
92245,0
92257,0
92267,2
92285,1
92291,1
92296,2
92299,1
92322,1
92343,0
92373,2
92400,2
92476,2
92528,2
92536,2
92601,2
92607,1
92614,2
92620,2
92636,2
92667,2
92680,2
92697,0
92710,1
92712,2
92741,2
92750,2
92773,1
92812,1
92835,2
92843,2
92864,2
92868,2
92874,2
92880,0
92926,1
92965,1
92978,2
92989,0
92995,2
93003,2
93004,2
93006,2
93013,0
93023,2
93053,1
93093,0
93128,2
93129,2
93150,2
93163,2
93177,1
93195,2
93231,2
93235,2
93242,2
93260,2
93262,2
93312,2
93313,2
93323,2
93344,2
93357,2
93370,2
93374,2
93376,2
93400,2
93403,1
93410,2
93429,2
93445,0
93452,2
93454,0
93461,2
93465,2
93480,2
93525,2
93545,0
93570,1
93575,1
93601,2
93664,2
93671,2
93679,2
93690,2
93701,2
93717,1
93718,0
93721,0
93725,2
93742,1
93782,2
93795,2
93819,1
93851,2
93858,2
93873,2
93899,2
93915,1
93918,2
93927,2
93965,2
93966,2
93976,2
93992,2
93993,2
94021,2
94073,2
94079,2
94110,2
94125,0
94129,2
94148,2
94153,1
94175,0
94184,2
94200,0
94276,1
94282,2
94312,2
94340,2
94352,2
94364,2
94369,2
94419,2
94433,2
94435,2
94461,2
94473,2
94518,2
94527,2
94532,2
94537,1
94538,2
94541,2
94545,2
94558,2
94604,0
94616,2
94625,2
94627,2
94657,2
94670,2
94684,1
94695,2
94703,2
94706,2
94708,2
94730,2
94732,2
94742,2
94756,2
94767,2
94814,2
94843,2
94868,2
94881,2
94893,1
94896,2
94906,1
94909,2
94927,1
94928,2
94940,2
94951,2
94963,1
94980,1
94992,2
94996,2
95003,2
95011,2
95021,2
95023,1
95032,2
95035,2
95043,0
95068,2
95085,0
95147,2
95161,1
95166,0
95193,2
95197,2
95200,2
95217,0
95233,2
95239,0
95245,0
95252,2
95259,0
95278,2
95300,2
95397,2
95413,2
95433,2
95462,0
95480,2
95553,2
95575,1
95588,2
95605,2
95616,2
95633,2
95673,2
95718,2
95758,2
95769,2
95789,2
95837,2
95839,2
95873,0
95877,0
95883,2
95890,2
95922,2
95929,2
95932,1
95941,2
95951,2
95982,2
95999,2
96055,1
96062,1
96112,2
96141,2
96144,2
96176,2
96197,2
96214,2
96249,2
96254,1
96255,2
96289,2
96293,1
96317,2
96339,2
96341,2
96369,2
96407,2
96413,2
96425,2
96443,2
96446,2
96453,2
96472,2
96520,2
96527,2
96539,2
96571,2
96576,2
96590,2
96596,2
96603,2
96628,2
96639,2
96650,2
96652,2
96662,2
96663,2
96667,2
96684,0
96698,2
96728,0
96741,1
96748,2
96778,2
96788,2
96791,2
96802,2
96815,1
96849,2
96866,1
96941,2
96949,2
96967,2
96976,2
97002,0
97033,2
97048,1
97110,0
97111,2
97126,1
97140,1
97142,1
97151,2
97159,2
97178,2
97226,2
97261,2
97279,2
97280,2
97283,0
97303,2
97312,2
97320,1
97323,1
97326,2
97365,2
97374,1
97459,2
97473,2
97485,2
97498,0
97500,0
97513,0
97523,2
97529,2
97569,2
97584,1
97585,2
97591,1
97592,1
97624,2
97636,1
97681,2
97683,2
97696,1
97698,2
97699,2
97711,0
97726,1
97764,2
97767,2
97799,1
97800,2
97803,2
97808,0
97821,2
97830,2
97837,2
97857,2
97867,2
97893,1
97897,2
97899,2
97959,1
97966,2
97981,2
97984,2
97994,2
98013,1
98014,1
98022,2
98050,2
98104,2
98116,0
98121,2
98122,2
98162,2
98192,0
98239,2
98242,2
98259,1
98267,2
98282,2
98299,2
98313,2
98345,2
98353,0
98358,2
98365,0
98399,2
98401,2
